id,class,buying,maint,doors,persons,lug_boot,safety
857,unacc,high,low,5more,more,small,med
858,acc,high,low,5more,more,small,high
859,unacc,high,low,5more,more,med,low
860,acc,high,low,5more,more,med,med
861,acc,high,low,5more,more,med,high
862,unacc,high,low,5more,more,big,low
864,acc,high,low,5more,more,big,high
866,unacc,med,vhigh,2,2,small,med
868,unacc,med,vhigh,2,2,med,low
869,unacc,med,vhigh,2,2,med,med
870,unacc,med,vhigh,2,2,med,high
871,unacc,med,vhigh,2,2,big,low
872,unacc,med,vhigh,2,2,big,med
873,unacc,med,vhigh,2,2,big,high
874,unacc,med,vhigh,2,4,small,low
875,unacc,med,vhigh,2,4,small,med
876,acc,med,vhigh,2,4,small,high
877,unacc,med,vhigh,2,4,med,low
878,unacc,med,vhigh,2,4,med,med
879,acc,med,vhigh,2,4,med,high
880,unacc,med,vhigh,2,4,big,low
882,acc,med,vhigh,2,4,big,high
884,unacc,med,vhigh,2,more,small,med
885,unacc,med,vhigh,2,more,small,high
887,unacc,med,vhigh,2,more,med,med
889,unacc,med,vhigh,2,more,big,low
890,acc,med,vhigh,2,more,big,med
891,acc,med,vhigh,2,more,big,high
892,unacc,med,vhigh,3,2,small,low
894,unacc,med,vhigh,3,2,small,high
895,unacc,med,vhigh,3,2,med,low
896,unacc,med,vhigh,3,2,med,med
898,unacc,med,vhigh,3,2,big,low
899,unacc,med,vhigh,3,2,big,med
901,unacc,med,vhigh,3,4,small,low
903,acc,med,vhigh,3,4,small,high
904,unacc,med,vhigh,3,4,med,low
906,acc,med,vhigh,3,4,med,high
908,acc,med,vhigh,3,4,big,med
909,acc,med,vhigh,3,4,big,high
910,unacc,med,vhigh,3,more,small,low
911,unacc,med,vhigh,3,more,small,med
913,unacc,med,vhigh,3,more,med,low
914,acc,med,vhigh,3,more,med,med
916,unacc,med,vhigh,3,more,big,low
917,acc,med,vhigh,3,more,big,med
919,unacc,med,vhigh,4,2,small,low
920,unacc,med,vhigh,4,2,small,med
921,unacc,med,vhigh,4,2,small,high
922,unacc,med,vhigh,4,2,med,low
923,unacc,med,vhigh,4,2,med,med
925,unacc,med,vhigh,4,2,big,low
927,unacc,med,vhigh,4,2,big,high
928,unacc,med,vhigh,4,4,small,low
929,unacc,med,vhigh,4,4,small,med
930,acc,med,vhigh,4,4,small,high
931,unacc,med,vhigh,4,4,med,low
932,acc,med,vhigh,4,4,med,med
933,acc,med,vhigh,4,4,med,high
935,acc,med,vhigh,4,4,big,med
936,acc,med,vhigh,4,4,big,high
937,unacc,med,vhigh,4,more,small,low
939,acc,med,vhigh,4,more,small,high
940,unacc,med,vhigh,4,more,med,low
941,acc,med,vhigh,4,more,med,med
942,acc,med,vhigh,4,more,med,high
943,unacc,med,vhigh,4,more,big,low
944,acc,med,vhigh,4,more,big,med
945,acc,med,vhigh,4,more,big,high
947,unacc,med,vhigh,5more,2,small,med
948,unacc,med,vhigh,5more,2,small,high
949,unacc,med,vhigh,5more,2,med,low
950,unacc,med,vhigh,5more,2,med,med
951,unacc,med,vhigh,5more,2,med,high
952,unacc,med,vhigh,5more,2,big,low
954,unacc,med,vhigh,5more,2,big,high
955,unacc,med,vhigh,5more,4,small,low
956,unacc,med,vhigh,5more,4,small,med
957,acc,med,vhigh,5more,4,small,high
960,acc,med,vhigh,5more,4,med,high
961,unacc,med,vhigh,5more,4,big,low
963,acc,med,vhigh,5more,4,big,high
964,unacc,med,vhigh,5more,more,small,low
965,unacc,med,vhigh,5more,more,small,med
966,acc,med,vhigh,5more,more,small,high
967,unacc,med,vhigh,5more,more,med,low
969,acc,med,vhigh,5more,more,med,high
971,acc,med,vhigh,5more,more,big,med
972,acc,med,vhigh,5more,more,big,high
973,unacc,med,high,2,2,small,low
974,unacc,med,high,2,2,small,med
976,unacc,med,high,2,2,med,low
977,unacc,med,high,2,2,med,med
979,unacc,med,high,2,2,big,low
980,unacc,med,high,2,2,big,med
981,unacc,med,high,2,2,big,high
982,unacc,med,high,2,4,small,low
983,unacc,med,high,2,4,small,med
984,acc,med,high,2,4,small,high
985,unacc,med,high,2,4,med,low
986,unacc,med,high,2,4,med,med
989,acc,med,high,2,4,big,med
990,acc,med,high,2,4,big,high
993,unacc,med,high,2,more,small,high
994,unacc,med,high,2,more,med,low
995,unacc,med,high,2,more,med,med
996,acc,med,high,2,more,med,high
998,acc,med,high,2,more,big,med
999,acc,med,high,2,more,big,high
1000,unacc,med,high,3,2,small,low
1001,unacc,med,high,3,2,small,med
1002,unacc,med,high,3,2,small,high
1003,unacc,med,high,3,2,med,low
1005,unacc,med,high,3,2,med,high
1007,unacc,med,high,3,2,big,med
1008,unacc,med,high,3,2,big,high
1009,unacc,med,high,3,4,small,low
1011,acc,med,high,3,4,small,high
1012,unacc,med,high,3,4,med,low
1014,acc,med,high,3,4,med,high
1017,acc,med,high,3,4,big,high
1018,unacc,med,high,3,more,small,low
1020,acc,med,high,3,more,small,high
1021,unacc,med,high,3,more,med,low
1022,acc,med,high,3,more,med,med
1023,acc,med,high,3,more,med,high
1024,unacc,med,high,3,more,big,low
1025,acc,med,high,3,more,big,med
1027,unacc,med,high,4,2,small,low
1028,unacc,med,high,4,2,small,med
1030,unacc,med,high,4,2,med,low
1031,unacc,med,high,4,2,med,med
1032,unacc,med,high,4,2,med,high
1033,unacc,med,high,4,2,big,low
1034,unacc,med,high,4,2,big,med
1036,unacc,med,high,4,4,small,low
1037,unacc,med,high,4,4,small,med
1039,unacc,med,high,4,4,med,low
1040,acc,med,high,4,4,med,med
1041,acc,med,high,4,4,med,high
1043,acc,med,high,4,4,big,med
1044,acc,med,high,4,4,big,high
1046,unacc,med,high,4,more,small,med
1047,acc,med,high,4,more,small,high
1049,acc,med,high,4,more,med,med
1050,acc,med,high,4,more,med,high
1051,unacc,med,high,4,more,big,low
1052,acc,med,high,4,more,big,med
1053,acc,med,high,4,more,big,high
1054,unacc,med,high,5more,2,small,low
1057,unacc,med,high,5more,2,med,low
1058,unacc,med,high,5more,2,med,med
1059,unacc,med,high,5more,2,med,high
1060,unacc,med,high,5more,2,big,low
1061,unacc,med,high,5more,2,big,med
1062,unacc,med,high,5more,2,big,high
1063,unacc,med,high,5more,4,small,low
1064,unacc,med,high,5more,4,small,med
1066,unacc,med,high,5more,4,med,low
1067,acc,med,high,5more,4,med,med
1069,unacc,med,high,5more,4,big,low
1073,unacc,med,high,5more,more,small,med
1075,unacc,med,high,5more,more,med,low
1076,acc,med,high,5more,more,med,med
1077,acc,med,high,5more,more,med,high
1078,unacc,med,high,5more,more,big,low
1079,acc,med,high,5more,more,big,med
1080,acc,med,high,5more,more,big,high
1082,unacc,med,med,2,2,small,med
1084,unacc,med,med,2,2,med,low
1085,unacc,med,med,2,2,med,med
1086,unacc,med,med,2,2,med,high
1087,unacc,med,med,2,2,big,low
1088,unacc,med,med,2,2,big,med
1089,unacc,med,med,2,2,big,high
1090,unacc,med,med,2,4,small,low
1091,acc,med,med,2,4,small,med
1093,unacc,med,med,2,4,med,low
1095,acc,med,med,2,4,med,high
1098,vgood,med,med,2,4,big,high
1099,unacc,med,med,2,more,small,low
1100,unacc,med,med,2,more,small,med
1101,unacc,med,med,2,more,small,high
1108,unacc,med,med,3,2,small,low
1109,unacc,med,med,3,2,small,med
1110,unacc,med,med,3,2,small,high
1111,unacc,med,med,3,2,med,low
1112,unacc,med,med,3,2,med,med
1113,unacc,med,med,3,2,med,high
1114,unacc,med,med,3,2,big,low
1117,unacc,med,med,3,4,small,low
1119,acc,med,med,3,4,small,high
1120,unacc,med,med,3,4,med,low
1121,acc,med,med,3,4,med,med
1123,unacc,med,med,3,4,big,low
1125,vgood,med,med,3,4,big,high
1126,unacc,med,med,3,more,small,low
1127,acc,med,med,3,more,small,med
1128,acc,med,med,3,more,small,high
1129,unacc,med,med,3,more,med,low
1131,vgood,med,med,3,more,med,high
1132,unacc,med,med,3,more,big,low
1135,unacc,med,med,4,2,small,low
1136,unacc,med,med,4,2,small,med
1137,unacc,med,med,4,2,small,high
1138,unacc,med,med,4,2,med,low
1139,unacc,med,med,4,2,med,med
1140,unacc,med,med,4,2,med,high
1141,unacc,med,med,4,2,big,low
1142,unacc,med,med,4,2,big,med
1143,unacc,med,med,4,2,big,high
1144,unacc,med,med,4,4,small,low
1145,acc,med,med,4,4,small,med
1147,unacc,med,med,4,4,med,low
1148,acc,med,med,4,4,med,med
1149,vgood,med,med,4,4,med,high
1151,acc,med,med,4,4,big,med
1152,vgood,med,med,4,4,big,high
1153,unacc,med,med,4,more,small,low
1154,acc,med,med,4,more,small,med
1155,acc,med,med,4,more,small,high
1156,unacc,med,med,4,more,med,low
1157,acc,med,med,4,more,med,med
1158,vgood,med,med,4,more,med,high
1159,unacc,med,med,4,more,big,low
1162,unacc,med,med,5more,2,small,low
1164,unacc,med,med,5more,2,small,high
1165,unacc,med,med,5more,2,med,low
1166,unacc,med,med,5more,2,med,med
1167,unacc,med,med,5more,2,med,high
1168,unacc,med,med,5more,2,big,low
1169,unacc,med,med,5more,2,big,med
1170,unacc,med,med,5more,2,big,high
1171,unacc,med,med,5more,4,small,low
1172,acc,med,med,5more,4,small,med
1173,acc,med,med,5more,4,small,high
1174,unacc,med,med,5more,4,med,low
1175,acc,med,med,5more,4,med,med
1177,unacc,med,med,5more,4,big,low
1178,acc,med,med,5more,4,big,med
1179,vgood,med,med,5more,4,big,high
1180,unacc,med,med,5more,more,small,low
1181,acc,med,med,5more,more,small,med
1182,acc,med,med,5more,more,small,high
1183,unacc,med,med,5more,more,med,low
1186,unacc,med,med,5more,more,big,low
1187,acc,med,med,5more,more,big,med
1188,vgood,med,med,5more,more,big,high
1189,unacc,med,low,2,2,small,low
1192,unacc,med,low,2,2,med,low
1193,unacc,med,low,2,2,med,med
1194,unacc,med,low,2,2,med,high
1197,unacc,med,low,2,2,big,high
1198,unacc,med,low,2,4,small,low
1199,acc,med,low,2,4,small,med
1201,unacc,med,low,2,4,med,low
1202,acc,med,low,2,4,med,med
1203,good,med,low,2,4,med,high
1204,unacc,med,low,2,4,big,low
1205,good,med,low,2,4,big,med
1209,unacc,med,low,2,more,small,high
1210,unacc,med,low,2,more,med,low
1211,acc,med,low,2,more,med,med
1213,unacc,med,low,2,more,big,low
1214,good,med,low,2,more,big,med
1215,vgood,med,low,2,more,big,high
1216,unacc,med,low,3,2,small,low
1219,unacc,med,low,3,2,med,low
1220,unacc,med,low,3,2,med,med
1221,unacc,med,low,3,2,med,high
1222,unacc,med,low,3,2,big,low
1223,unacc,med,low,3,2,big,med
1226,acc,med,low,3,4,small,med
1227,good,med,low,3,4,small,high
1229,acc,med,low,3,4,med,med
1230,good,med,low,3,4,med,high
1231,unacc,med,low,3,4,big,low
1232,good,med,low,3,4,big,med
1233,vgood,med,low,3,4,big,high
1234,unacc,med,low,3,more,small,low
1235,acc,med,low,3,more,small,med
1236,good,med,low,3,more,small,high
1237,unacc,med,low,3,more,med,low
1238,good,med,low,3,more,med,med
1239,vgood,med,low,3,more,med,high
1240,unacc,med,low,3,more,big,low
1241,good,med,low,3,more,big,med
1242,vgood,med,low,3,more,big,high
1243,unacc,med,low,4,2,small,low
1244,unacc,med,low,4,2,small,med
1245,unacc,med,low,4,2,small,high
1246,unacc,med,low,4,2,med,low
1247,unacc,med,low,4,2,med,med
1249,unacc,med,low,4,2,big,low
1251,unacc,med,low,4,2,big,high
1253,acc,med,low,4,4,small,med
1254,good,med,low,4,4,small,high
1257,vgood,med,low,4,4,med,high
1258,unacc,med,low,4,4,big,low
1260,vgood,med,low,4,4,big,high
1262,acc,med,low,4,more,small,med
1263,good,med,low,4,more,small,high
1264,unacc,med,low,4,more,med,low
1265,good,med,low,4,more,med,med
1266,vgood,med,low,4,more,med,high
1268,good,med,low,4,more,big,med
1269,vgood,med,low,4,more,big,high
1270,unacc,med,low,5more,2,small,low
1272,unacc,med,low,5more,2,small,high
1276,unacc,med,low,5more,2,big,low
1278,unacc,med,low,5more,2,big,high
1279,unacc,med,low,5more,4,small,low
1280,acc,med,low,5more,4,small,med
1282,unacc,med,low,5more,4,med,low
1283,good,med,low,5more,4,med,med
1289,acc,med,low,5more,more,small,med
1290,good,med,low,5more,more,small,high
1291,unacc,med,low,5more,more,med,low
1292,good,med,low,5more,more,med,med
1293,vgood,med,low,5more,more,med,high
1294,unacc,med,low,5more,more,big,low
1295,good,med,low,5more,more,big,med
1296,vgood,med,low,5more,more,big,high
1297,unacc,low,vhigh,2,2,small,low
1298,unacc,low,vhigh,2,2,small,med
1302,unacc,low,vhigh,2,2,med,high
1303,unacc,low,vhigh,2,2,big,low
1306,unacc,low,vhigh,2,4,small,low
1307,unacc,low,vhigh,2,4,small,med
1309,unacc,low,vhigh,2,4,med,low
1310,unacc,low,vhigh,2,4,med,med
1311,acc,low,vhigh,2,4,med,high
1314,acc,low,vhigh,2,4,big,high
1316,unacc,low,vhigh,2,more,small,med
1317,unacc,low,vhigh,2,more,small,high
1319,unacc,low,vhigh,2,more,med,med
1321,unacc,low,vhigh,2,more,big,low
1322,acc,low,vhigh,2,more,big,med
1323,acc,low,vhigh,2,more,big,high
1324,unacc,low,vhigh,3,2,small,low
1325,unacc,low,vhigh,3,2,small,med
1326,unacc,low,vhigh,3,2,small,high
1328,unacc,low,vhigh,3,2,med,med
1329,unacc,low,vhigh,3,2,med,high
1330,unacc,low,vhigh,3,2,big,low
1331,unacc,low,vhigh,3,2,big,med
1334,unacc,low,vhigh,3,4,small,med
1335,acc,low,vhigh,3,4,small,high
1337,unacc,low,vhigh,3,4,med,med
1338,acc,low,vhigh,3,4,med,high
1339,unacc,low,vhigh,3,4,big,low
1340,acc,low,vhigh,3,4,big,med
1341,acc,low,vhigh,3,4,big,high
1342,unacc,low,vhigh,3,more,small,low
1343,unacc,low,vhigh,3,more,small,med
1344,acc,low,vhigh,3,more,small,high
1345,unacc,low,vhigh,3,more,med,low
1346,acc,low,vhigh,3,more,med,med
1348,unacc,low,vhigh,3,more,big,low
1351,unacc,low,vhigh,4,2,small,low
1352,unacc,low,vhigh,4,2,small,med
1353,unacc,low,vhigh,4,2,small,high
1354,unacc,low,vhigh,4,2,med,low
1355,unacc,low,vhigh,4,2,med,med
1357,unacc,low,vhigh,4,2,big,low
1358,unacc,low,vhigh,4,2,big,med
1359,unacc,low,vhigh,4,2,big,high
1360,unacc,low,vhigh,4,4,small,low
1361,unacc,low,vhigh,4,4,small,med
1363,unacc,low,vhigh,4,4,med,low
1364,acc,low,vhigh,4,4,med,med
1365,acc,low,vhigh,4,4,med,high
1366,unacc,low,vhigh,4,4,big,low
1367,acc,low,vhigh,4,4,big,med
1368,acc,low,vhigh,4,4,big,high
1369,unacc,low,vhigh,4,more,small,low
1370,unacc,low,vhigh,4,more,small,med
1371,acc,low,vhigh,4,more,small,high
1372,unacc,low,vhigh,4,more,med,low
1373,acc,low,vhigh,4,more,med,med
1374,acc,low,vhigh,4,more,med,high
1376,acc,low,vhigh,4,more,big,med
1377,acc,low,vhigh,4,more,big,high
1378,unacc,low,vhigh,5more,2,small,low
1380,unacc,low,vhigh,5more,2,small,high
1381,unacc,low,vhigh,5more,2,med,low
1382,unacc,low,vhigh,5more,2,med,med
1383,unacc,low,vhigh,5more,2,med,high
1384,unacc,low,vhigh,5more,2,big,low
1385,unacc,low,vhigh,5more,2,big,med
1386,unacc,low,vhigh,5more,2,big,high
1387,unacc,low,vhigh,5more,4,small,low
1388,unacc,low,vhigh,5more,4,small,med
1389,acc,low,vhigh,5more,4,small,high
1390,unacc,low,vhigh,5more,4,med,low
1391,acc,low,vhigh,5more,4,med,med
1392,acc,low,vhigh,5more,4,med,high
1394,acc,low,vhigh,5more,4,big,med
1395,acc,low,vhigh,5more,4,big,high
1396,unacc,low,vhigh,5more,more,small,low
1398,acc,low,vhigh,5more,more,small,high
1399,unacc,low,vhigh,5more,more,med,low
1400,acc,low,vhigh,5more,more,med,med
1401,acc,low,vhigh,5more,more,med,high
1402,unacc,low,vhigh,5more,more,big,low
1403,acc,low,vhigh,5more,more,big,med
1404,acc,low,vhigh,5more,more,big,high
1405,unacc,low,high,2,2,small,low
1406,unacc,low,high,2,2,small,med
1407,unacc,low,high,2,2,small,high
1410,unacc,low,high,2,2,med,high
1412,unacc,low,high,2,2,big,med
1413,unacc,low,high,2,2,big,high
1414,unacc,low,high,2,4,small,low
1417,unacc,low,high,2,4,med,low
1418,acc,low,high,2,4,med,med
1419,acc,low,high,2,4,med,high
1420,unacc,low,high,2,4,big,low
1421,acc,low,high,2,4,big,med
1423,unacc,low,high,2,more,small,low
1424,unacc,low,high,2,more,small,med
1425,unacc,low,high,2,more,small,high
1427,acc,low,high,2,more,med,med
1428,acc,low,high,2,more,med,high
1429,unacc,low,high,2,more,big,low
1431,vgood,low,high,2,more,big,high
1433,unacc,low,high,3,2,small,med
1434,unacc,low,high,3,2,small,high
1435,unacc,low,high,3,2,med,low
1436,unacc,low,high,3,2,med,med
1437,unacc,low,high,3,2,med,high
1438,unacc,low,high,3,2,big,low
1440,unacc,low,high,3,2,big,high
1441,unacc,low,high,3,4,small,low
1442,acc,low,high,3,4,small,med
1443,acc,low,high,3,4,small,high
1445,acc,low,high,3,4,med,med
1446,acc,low,high,3,4,med,high
1447,unacc,low,high,3,4,big,low
1448,acc,low,high,3,4,big,med
1449,vgood,low,high,3,4,big,high
1450,unacc,low,high,3,more,small,low
1451,acc,low,high,3,more,small,med
1453,unacc,low,high,3,more,med,low
1455,vgood,low,high,3,more,med,high
1456,unacc,low,high,3,more,big,low
1457,acc,low,high,3,more,big,med
1458,vgood,low,high,3,more,big,high
1459,unacc,low,high,4,2,small,low
1460,unacc,low,high,4,2,small,med
1461,unacc,low,high,4,2,small,high
1462,unacc,low,high,4,2,med,low
1463,unacc,low,high,4,2,med,med
1464,unacc,low,high,4,2,med,high
1466,unacc,low,high,4,2,big,med
1467,unacc,low,high,4,2,big,high
1468,unacc,low,high,4,4,small,low
1470,acc,low,high,4,4,small,high
1471,unacc,low,high,4,4,med,low
1472,acc,low,high,4,4,med,med
1473,vgood,low,high,4,4,med,high
1474,unacc,low,high,4,4,big,low
1475,acc,low,high,4,4,big,med
1476,vgood,low,high,4,4,big,high
1477,unacc,low,high,4,more,small,low
1478,acc,low,high,4,more,small,med
1480,unacc,low,high,4,more,med,low
1481,acc,low,high,4,more,med,med
1482,vgood,low,high,4,more,med,high
1483,unacc,low,high,4,more,big,low
1484,acc,low,high,4,more,big,med
1485,vgood,low,high,4,more,big,high
1486,unacc,low,high,5more,2,small,low
1487,unacc,low,high,5more,2,small,med
1488,unacc,low,high,5more,2,small,high
1489,unacc,low,high,5more,2,med,low
1490,unacc,low,high,5more,2,med,med
1491,unacc,low,high,5more,2,med,high
1492,unacc,low,high,5more,2,big,low
1494,unacc,low,high,5more,2,big,high
1496,acc,low,high,5more,4,small,med
1497,acc,low,high,5more,4,small,high
1499,acc,low,high,5more,4,med,med
1500,vgood,low,high,5more,4,med,high
1502,acc,low,high,5more,4,big,med
1503,vgood,low,high,5more,4,big,high
1505,acc,low,high,5more,more,small,med
1508,acc,low,high,5more,more,med,med
1509,vgood,low,high,5more,more,med,high
1510,unacc,low,high,5more,more,big,low
1511,acc,low,high,5more,more,big,med
1513,unacc,low,med,2,2,small,low
1514,unacc,low,med,2,2,small,med
1515,unacc,low,med,2,2,small,high
1516,unacc,low,med,2,2,med,low
1517,unacc,low,med,2,2,med,med
1518,unacc,low,med,2,2,med,high
1519,unacc,low,med,2,2,big,low
1520,unacc,low,med,2,2,big,med
1521,unacc,low,med,2,2,big,high
1522,unacc,low,med,2,4,small,low
1523,acc,low,med,2,4,small,med
1524,good,low,med,2,4,small,high
1525,unacc,low,med,2,4,med,low
1526,acc,low,med,2,4,med,med
1527,good,low,med,2,4,med,high
1528,unacc,low,med,2,4,big,low
1529,good,low,med,2,4,big,med
1530,vgood,low,med,2,4,big,high
1531,unacc,low,med,2,more,small,low
1532,unacc,low,med,2,more,small,med
1533,unacc,low,med,2,more,small,high
1534,unacc,low,med,2,more,med,low
1535,acc,low,med,2,more,med,med
1536,good,low,med,2,more,med,high
1538,good,low,med,2,more,big,med
1539,vgood,low,med,2,more,big,high
1540,unacc,low,med,3,2,small,low
1541,unacc,low,med,3,2,small,med
1542,unacc,low,med,3,2,small,high
1543,unacc,low,med,3,2,med,low
1544,unacc,low,med,3,2,med,med
1545,unacc,low,med,3,2,med,high
1546,unacc,low,med,3,2,big,low
1548,unacc,low,med,3,2,big,high
1549,unacc,low,med,3,4,small,low
1550,acc,low,med,3,4,small,med
1552,unacc,low,med,3,4,med,low
1553,acc,low,med,3,4,med,med
1555,unacc,low,med,3,4,big,low
1556,good,low,med,3,4,big,med
1558,unacc,low,med,3,more,small,low
1559,acc,low,med,3,more,small,med
1561,unacc,low,med,3,more,med,low
1562,good,low,med,3,more,med,med
1563,vgood,low,med,3,more,med,high
1564,unacc,low,med,3,more,big,low
1565,good,low,med,3,more,big,med
1566,vgood,low,med,3,more,big,high
1567,unacc,low,med,4,2,small,low
1568,unacc,low,med,4,2,small,med
1569,unacc,low,med,4,2,small,high
1570,unacc,low,med,4,2,med,low
1571,unacc,low,med,4,2,med,med
1573,unacc,low,med,4,2,big,low
1574,unacc,low,med,4,2,big,med
1576,unacc,low,med,4,4,small,low
1577,acc,low,med,4,4,small,med
1578,good,low,med,4,4,small,high
1580,good,low,med,4,4,med,med
1581,vgood,low,med,4,4,med,high
1582,unacc,low,med,4,4,big,low
1583,good,low,med,4,4,big,med
1585,unacc,low,med,4,more,small,low
1586,acc,low,med,4,more,small,med
1589,good,low,med,4,more,med,med
1590,vgood,low,med,4,more,med,high
1592,good,low,med,4,more,big,med
1593,vgood,low,med,4,more,big,high
1594,unacc,low,med,5more,2,small,low
1596,unacc,low,med,5more,2,small,high
1597,unacc,low,med,5more,2,med,low
1598,unacc,low,med,5more,2,med,med
1601,unacc,low,med,5more,2,big,med
1602,unacc,low,med,5more,2,big,high
1604,acc,low,med,5more,4,small,med
1605,good,low,med,5more,4,small,high
1606,unacc,low,med,5more,4,med,low
1608,vgood,low,med,5more,4,med,high
1609,unacc,low,med,5more,4,big,low
1610,good,low,med,5more,4,big,med
1614,good,low,med,5more,more,small,high
1615,unacc,low,med,5more,more,med,low
1616,good,low,med,5more,more,med,med
1617,vgood,low,med,5more,more,med,high
1618,unacc,low,med,5more,more,big,low
1619,good,low,med,5more,more,big,med
1620,vgood,low,med,5more,more,big,high
1621,unacc,low,low,2,2,small,low
1622,unacc,low,low,2,2,small,med
1623,unacc,low,low,2,2,small,high
1624,unacc,low,low,2,2,med,low
1625,unacc,low,low,2,2,med,med
1627,unacc,low,low,2,2,big,low
1628,unacc,low,low,2,2,big,med
1630,unacc,low,low,2,4,small,low
1631,acc,low,low,2,4,small,med
1632,good,low,low,2,4,small,high
1633,unacc,low,low,2,4,med,low
1634,acc,low,low,2,4,med,med
1636,unacc,low,low,2,4,big,low
1637,good,low,low,2,4,big,med
1640,unacc,low,low,2,more,small,med
1641,unacc,low,low,2,more,small,high
1642,unacc,low,low,2,more,med,low
1645,unacc,low,low,2,more,big,low
1646,good,low,low,2,more,big,med
1648,unacc,low,low,3,2,small,low
1649,unacc,low,low,3,2,small,med
1650,unacc,low,low,3,2,small,high
1651,unacc,low,low,3,2,med,low
1652,unacc,low,low,3,2,med,med
1653,unacc,low,low,3,2,med,high
1654,unacc,low,low,3,2,big,low
1655,unacc,low,low,3,2,big,med
1656,unacc,low,low,3,2,big,high
1660,unacc,low,low,3,4,med,low
1663,unacc,low,low,3,4,big,low
1665,vgood,low,low,3,4,big,high
1667,acc,low,low,3,more,small,med
1668,good,low,low,3,more,small,high
1670,good,low,low,3,more,med,med
1671,vgood,low,low,3,more,med,high
1672,unacc,low,low,3,more,big,low
1674,vgood,low,low,3,more,big,high
1676,unacc,low,low,4,2,small,med
1677,unacc,low,low,4,2,small,high
1678,unacc,low,low,4,2,med,low
1682,unacc,low,low,4,2,big,med
1683,unacc,low,low,4,2,big,high
1684,unacc,low,low,4,4,small,low
1685,acc,low,low,4,4,small,med
1686,good,low,low,4,4,small,high
1687,unacc,low,low,4,4,med,low
1688,good,low,low,4,4,med,med
1690,unacc,low,low,4,4,big,low
1691,good,low,low,4,4,big,med
1692,vgood,low,low,4,4,big,high
1693,unacc,low,low,4,more,small,low
1694,acc,low,low,4,more,small,med
1695,good,low,low,4,more,small,high
1696,unacc,low,low,4,more,med,low
1697,good,low,low,4,more,med,med
1698,vgood,low,low,4,more,med,high
1699,unacc,low,low,4,more,big,low
1700,good,low,low,4,more,big,med
1701,vgood,low,low,4,more,big,high
1702,unacc,low,low,5more,2,small,low
1703,unacc,low,low,5more,2,small,med
1705,unacc,low,low,5more,2,med,low
1708,unacc,low,low,5more,2,big,low
1709,unacc,low,low,5more,2,big,med
1710,unacc,low,low,5more,2,big,high
1711,unacc,low,low,5more,4,small,low
1713,good,low,low,5more,4,small,high
1715,good,low,low,5more,4,med,med
1716,vgood,low,low,5more,4,med,high
1717,unacc,low,low,5more,4,big,low
1719,vgood,low,low,5more,4,big,high
1720,unacc,low,low,5more,more,small,low
1721,acc,low,low,5more,more,small,med
1725,vgood,low,low,5more,more,med,high
1726,unacc,low,low,5more,more,big,low
1727,good,low,low,5more,more,big,med
1728,vgood,low,low,5more,more,big,high
